,track.name,playlist_name,lyrics,language
121,Elevator Operator,The President's 2016 Summer Playlist: Day,"Oliver Paul, twenty years old
Thick head of hair, worries he's going bold
Wakes up at quarter past nine
Fair evades his way down the 96 tram line
Breakfast on the run again, he's well aware
He's dropping soy linseed Vegemite crumbs everywhere
Feeling sick at the sight of his computer
He dodges his way through the Swanston commuters
Rips off his tie, hands it to a homeless man
Sleeping in the corner of a metro bus stand and he screams
I'm not going to work today
Going to count the minutes that the trains run late
Sit on the grass building pyramids out of Coke cans
Headphone wielding to the Nicholas building
He trips on a pothole that's not been filled in
He waits for an elevator, one to nine
A lady walks in and waits by his side
Her heels are high and her bag is snakeskin
Hair pulled so tight you can see her skeleton
Vickers perfume on her breath
A tortoise shell necklace between her breasts
She looks him up and down with a botox frown
He's well used to that look by now
The elevator dings and they awkwardly step in
Their fingers touch on the rooftop button
Don't jump little boy, don't jump off that roof
You've got your whole life ahead of you, you're still in your youth
I'd give anything to have skin like you
He said, I think you're projecting the way that you're feeling
I'm not suicidal, just idling insignificantly
I come up here for perception and clarity
I like to imagine I'm playing SimCity
All the people look like ants from up here
And the wind's the only traffic you can hear
He said All I ever wanted to be
Was an elevator operator, can you help me please?
Don't jump little boy, don't jump off that roof
You've got your whole life ahead of you, you're still in your youth
I'd give anything to have skin like you
Don't jump little boy, don't jump off that roof
You've got your whole life ahead of you, you're still in your youth
I'd give anything to have skin like you",english
122,Home,The President's 2016 Summer Playlist: Day,"Alabama, Arkansas
I do love my ma and pa
Not that way that I do love you
Well, holy moley, me oh my
You're the apple of my eye
Girl, I've never loved one like you
Man, oh man, you're my best friend
I scream it to the nothingness
There ain't nothing that I need
Well, hot and heavy, pumpkin pie
Chocolate candy, Jesus Christ
Ain't nothing please me more than you
Ah, home, let me come home
Home is wherever I'm with you
Ah, home, let me come home
Home is wherever I'm with you
La, la, la, la, take me home
Mommy, I'm coming home
I'll follow you into the park
Through the jungle, through the dark
Girl, I never loved one like you
Moats and boats and waterfalls
Alleyways and pay phone calls
I've been everywhere with you
That's true, laugh until we think we'll die
Barefoot on a summer night
Never could be sweeter than with you
And in the streets you run a-free
Like it's only you and me
Geez, you're something to see
Ah, home, let me come home
Home is wherever I'm with you
Ah, home, let me come home
Home is wherever I'm with you
La, la, la, la, take me home
Daddy, I'm coming home
""Jade""
""Alexander""
""Do you remember that day you fell out of my window?""
""I sure do, you came jumping out after me""
""Well, you fell on the concrete, nearly broke your ass
And you were bleedin' all over the place
And I rushed you out to the hospital, you remember that?""
""Yes, I do""
""Well, there's something I never told you about that night""
""What didn't you tell me?""
""While you were sitting in the backseat smoking a cigarette
You thought was gonna be your last
I was falling deep, deeply in love with you
And I never told you 'til just now""
""Aww""
Ah, home, let me come home
Home is wherever I'm with you
Ah, home, let me come home
Home is where I'm alone with you
Home, let me come home
Home is wherever I'm with you
Ah, home, yes, I am home
Home is when I'm alone with you
Alabama, Arkansas
I do love my ma and pa
Moats and boats and waterfalls
Alleyways and pay phone calls
Home is when I'm alone with you
Home is when I'm alone with you",english
123,Many the Miles,The President's 2016 Summer Playlist: Day,"There's too many things that I haven't done yet
There's too many sunsets I haven't seen
You can't waste the day wishing it'd slow down
You would've thought by now
I'd have learned something
I made up my mind when I was a young girl
I've been given this one world
I won't worry it away, no
Now and again I lose sight of the good life
I get stuck in a low light
But then love comes in
How far do I have to go to get to you
Many the miles
Many the miles
How far do I have to go to get to you
Many the miles
But send me the miles and I'll be happy to follow you, love
I do what I can wherever I end up
To keep giving my good love
And spreading it around
'Cause I've had my fair share of take care and goodbyes
I've learned how to cry
And I'm better for that
Sing, how far do I have to go to get to you
Many the miles
Many the miles
How far do I have to go to get to you
Many the miles
Send me the miles and I'll be happy to, yeah
Red letter day and I'm in a blue mood
Wishing that blue would just carry me away
I've been talking about
Don't know if it's helping or not
But surely something has got to, got to, got to give
'Cause I can't keep waiting to live
How far do I have to go to get to you
Many the miles
Many the miles
How far do I have to go to get to you
Many the miles
But send me the miles and I'll be happy to yeah
How far do I have to go to get to you
Many the miles
Many the miles
How far do I have to go to get to you
Many the miles
Many the miles
I've been talking to God, don't know if it's helping or not
Many the miles
Many the miles
How far do I have to go to get to you
Many the miles
Ooh, send me the miles and I'll be happy to
Follow you, love
There's too many things I haven't done yet
There's too many sunsets I haven't seen",english
124,Tightrope - The Solo Version,The President's 2016 Summer Playlist: Day,"Whoaaa!
Another day (adabadee, nigga)
I take your pain away
Some people talk about ya like they know all about ya
When you get down they doubt ya
And when you tip it on the scene, yeah they talkin' bout it
Cause they can't tip on the scene
They just talk about it, t-t-t-talk bout it
When you get elevated
They love it or they hate it
You dance up on them haters
Keep getting funky on the scene
While they jumpin' round ya
They trying to take all of your dreams
But you can't allow it
Cause baby whether you're high or low
Whether you're high or low
You gotta tip on the tightrope (tip, tip on it)
T-t-t-tip on the tightrope (tip, tip on it)
Baby, baby, baby, whether you're high or low (high or low)
Baby whether you're high or low (high or low)
You got to tip on the tightrope (tip, tip on it)
Now let me see you do the tightrope (tip, tip on it)
And I'm still tippin' on it
See I'm not walkin' on it
Or tryin to run around it
This ain't no acrobatics
You either follow or you lead, yeah
I'm talkin' bout ya
Keep on blaming the machine, yeah
I'm talkin' bout it
T-t-t-talkin' bout it
I can't complain about it
I gotta keep my balance
And just keep dancin on it
We gettin funky on the scene
Yeah you know about it
Like a star on the screen
Watch me tip all on it
Then baby whether I'm high or low (high or low)
Baby whether you're high or low (high or low)
You gotta tip on the tightrope (tip, tip on it)
Yeah, tip on the tightrope (tip, tip on it)
Baby, baby, baby
Whether you're high or low (high or low)
Baby whether you're high or low (high or low)
Tip on the tightrope (tip, tip on it)
Baby let me see you tight rope (tip, tip on it)
And I'm still tippin' on it
You gotta keep your balance
Or you fall into the gap
It's a challenge but I manage
Cause I'm cautious with the strap
Do damage to your cabbage that
A doctor cannot patch
Why you don't want no friction
Like the back of a matchbook
Daddy Fat Sax will fold you
And your MacBook
Close shows, shut you down
Before we go-go backwards
Act up, and whether we high or low
We gonna get back-up
Like the Dow Jones and NASDAQ
Sorta like a thong in an ass crack
Come on
I tip on alligators and little rattlesnakers
But I'm another flavor
Something like a terminator
Ain't no equivocating
I fight for what I believe
Why you talkin' 'bout it
J-j-just talkin' 'bout it
Some callin' me a sinner
Some callin' me a winner
I'm callin' you to dinner
And you know exactly what I mean
Yeah I'm talkin bout you
You can rock or you can leave
Watch me tip without you
N-n-now whether I'm high or low
(High or low)
Whether I'm high or low
(High or low)
I'm gonna tip on the tightrope
(Tip, tip on it)
Mmm
(Tip, tip on it)
Baby, baby, baby
Whether I'm high or low
(High or low)
High or low
(High or low)
I got to tip on the tightrope
(Tip, tip on it)
Now baby tip on the tightrope
You can't get too high
(You can't get too high)
I said you can't get too low
(We can't get too low)
Cause you get too high
(You can't get too high)
No, you'll surely be low
(No, you'll surely be low)
1, 2, 3, ho!
Yeah, yeah
Now shut up, yeah
Yeah, now put some voodoo on it
Ladies and gentlemen, the funkiest horn section in Metropolis
Yeah, oh
We call that classy brass
Ohh ohh
Oh!
Do you mind?
If I play the ukulele
Just like a little lady
Do you mind?
If I play the ukulele
Just like a little lady",english
125,Classic Man,The President's 2016 Summer Playlist: Day,"My name calling all night
I could pull the wool while I'm being polite
Like darling calling all night
I can be a bull while I'm being polite
Like oh me, oh me oh my
I know many women want to be in my life
Like oh me, oh me oh my
Why can't every woman end up being my wife?
Even if she go away, even if she go away
Even if she go away, even if she go away
I'm a classic man
You could be mean when you look this clean
I'm a classic man
Calling on me like a young OG
I'm a classic man
Your needs get met by the street elegant old fashioned man
Yeah baby I'm a classic man
I burn through the hood like whoa
When everybody's feeling so cold
I'm cool like Nat King Cole
And niggas get a bit of my glow
I got charm like a leprechaun, mummafunka
Now y'all fucking with the wrong mummafunka
Treat me like a don, mummafunka
And we don't live by the law, mummafunka
Even if she go away, even if she go away
Even if she go away, even if she go away
I'm a classic man
You could be mean when you look this clean
I'm a classic man
Calling on me like a young OG
I'm a classic man
Your needs get met by the street elegant old fashioned man
Yeah baby I'm a classic man
I burn through the gate like whoa
And everybody get it, we know
A love life, living like gold
And niggas wanna get in my glow
I got mad love for my crew, mummafunka
I'm the man, who are you mummafunka?
Shine bright like a jewel, mummafunka
Even under fire I'm cool, mummafunka
Even when she go away, even when she go away
Even when she go away, even when she go away
I'm a classic man
You could be mean when you look this clean
I'm a classic man
Calling on me like a young OG
I'm a classic man
Your needs get met by the street elegant old fashioned man
Yeah baby I'm a classic man
Keep my gloves dirty but my hands clean
Got to keep the business in the family
Fat when I'm filling up the pantry
Now my niggas slang 'caine like a dandy
I tell you how it go
You pull out rubber bands, I pull out an envelope
The ladies on my elbow ain't for the show
Every madame on my team is a top general, oh
Got to be ready for war, war
Should they get into my door, door?
Get 'em, we'll get 'em, I know that we'll get 'em
'Cause I lived through this shit before
I'm a classic man
You could be mean when you look this clean
I'm a classic man
Calling on me like a young OG
I'm a classic man
Your needs get met by the street elegant old fashioned man
Yeah baby I'm a classic man",english
126,Me Gustas Tu,The President's 2016 Summer Playlist: Day,"Qué hora son mi corazón
Te lo dije bien clarito
Permanece a la escucha
Permanece a la escucha
Doce de la noche en La Habana, Cuba
Once de la noche en San Salvador, El Salvador
Once de la noche en Managua, Nicaragua
Me gustan los aviones, me gustas tú
Me gusta viajar, me gustas tú
Me gusta la mañana, me gustas tú
Me gusta el viento, me gustas tú
Me gusta soñar, me gustas tú
Me gusta la mar, me gustas tú
Qué voy a hacer
Je ne sais pas
Qué voy a hacer
Je ne sais plus
Qué voy a hacer
Je suis perdu
Qué horas son, mi corazón
Me gusta la moto, me gustas tú
Me gusta correr, me gustas tú
Me gusta la lluvia, me gustas tú
Me gusta volver, me gustas tú
Me gusta marihuana, me gustas tú
Me gusta Colombiana, me gustas tú
Me gusta la montaña, me gustas tú
Me gusta la noche, me gustas tú
Qué voy a hacer
Je ne sais pas
Qué voy a hacer
Je ne sais plus
Qué voy a hacer
Je suis perdu
Qué hora son, mi corazón
Me gusta la cena, me gustas tú
Me gusta la vecina, me gustas tú
Me gusta su cocina, me gustas tú
Me gusta camelar, me gustas tú
Me gusta la guitarra, me gustas tú
Me gusta el regae, me gustas tú
Qué voy a hacer
Je ne sais pas
Qué voy a hacer
Je ne sais plus
Qué voy a hacer
Je suis perdu
Qué horas son, mi corazón
Me gusta la canela, me gustas tú
Me gusta el fuego, me gustas tú
Me gusta menear, me gustas tú
Me gusta la Coruña, me gustas tú
Me gusta Malasaña, me gustas tú
Me gusta la castaña, me gustas tú
Me gusta Guatemala, me gustas tú
Qué voy a hacer
Je ne sais pas
Qué voy a hacer
Je ne sais plus
Qué voy a hacer
Je suis perdu
Qué horas son, mi corazón
Qué voy a hacer
Je ne sais pas
Qué voy a hacer
Je ne sais plus
Qué voy a hacer
Je suis perdu
Qué horas son, mi corazón
Qué voy a hacer
Je ne sais pas
Qué voy a hacer
Je ne sais plus
Qué voy a hacer
Je suis perdu
Qué horas son, mi corazón
Qué horas son, mi corazón
Qué horas son, mi corazón
Qué horas son, mi corazón
Qué horas son, mi corazón
Qué horas son, mi corazón
Radio reloj
Cinco de la mañana
No todo lo que es oro brilla
Remedio chino e infalible",spanish
127,Forever Begins,The President's 2016 Summer Playlist: Day,"Victory won in a worlds of Hennessey and guns
Too young for the marches but I remember these drums
To start reality of wars and battles we fought for ours
Caught in ghetto tragedy
I talk to my aunt named Mattie Lee
And recognize the importance of family
Hand me a joint, good music and room to breathe
Those that doubt Com' will soon believe
Can't trust the weave, my lady had one
I'm more like a fool for soul and passion
The price of gas rises, street life is pumpin' fast
Lives is I'm watch [Incomprehensible]
And realize that we all survivors
No religion or race, whatever describe us
My guys do dirt, do dirt but never really talk about it
Forever begins just because I thought about it
Livin' once again
We livin' then you go
Livin' then you go
Livin' then you go
Livin' then you go
Ashes and snowfalls, I wonder when the roll call
For heaven gon' come, forever gon' come
It's a cold world and I can never go numb
Look fear in the eyes, say I'm never gon' run
Sooner or later I know the cheddar gon' come
For now I write the world letters to better the young
On tree by jury, together we hung
Now we let our chains hang and gang bang to maintain
'Ghanastan goin' through the same thing
It trickles down at each other, we aim pain
I shoot for stars, peace and exclusive cars
Through the while I learned to earn hard
Watch gangstas turn God into Mr. War
No matter how much I elevate, I kiss the floor
It was in the van when she said Dilla was gone
That's when I knew we'd live forever through song
Livin' once again
We livin' then you go
Livin' then you go
Livin' then you go
Livin' then you go
Livin' once again
We livin' then you go
Livin' then you go
Livin' then you go
Livin' then you go
Livin' when we livin' then you go
Livin' then you go
You go, you go
Then you go, you go
Origin is forever
Well, well well, here we are back in the studio again
Look at that, hey, I don't need no cue cards
They got the engineers holdin' up cue cards
What's that say, what that say?
Oh they say 'Just talk, don't sing'
Son, I bet you feel like
You and I've been here forever
Thirty years old red eyes, beholdin' red eyes
I see my world's tears, yeah, origin is forever
Every peak will have two valleys
Hopeful eyes in the comfort of true protection
And admiration of the chime, that's forever
Forever is to strive the pace of endearment
Forever, forever is what I'd leave
My I self contribution, damn, what I'm gon' leave?
Okay, I leave my one and only grain of spiritual sand
To the universal scales of humanity, all humanity
Forever is findin' a solution to a solution
Tsunamis, hurricanes, followin' the trails of the African slave ships
War, war and more war
Floods, Columbine, global warming, earthquakes
Another somebody done me wrong, son
Virginia Tech, there's not a oh, what the heck
We're still, did you place your one grain
Of spiritual sand forever?
Confusion need a solution, blend and stir, stir and blend
The part of humanity, sip the ingredients of acknowledgment
Apology, amendment, atonement
We gonna work with the four A's here, forever part
Common good is forever, God's memory is forever",english
128,The Man,The President's 2016 Summer Playlist: Day,"Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man
I believe every lie that I ever told
Paid for every heart that I ever stole
I played my cards and I didn't fold
Well it ain't that hard when you got soul (this is my world)
Somewhere I heard that life is a test
I been through the worst but I still give my best
God made my mold different from the rest
Then he broke that mold so I know I'm blessed (this is my world)
Stand up now and face the sun
Won't hide my tail or turn and run
It's time to do what must be done
Be a king when kingdom comes
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man
I got all the answers to your questions
I'll be the teacher you can be the lesson
I'll be the preacher you be the confession
I'll be the quick relief to all your stressin' (this is my world)
It's a thin line between love and hate
Is you really real or is you really fake
I'm a soldier standing on my feet
No surrender and I won't retreat (this is my world)
Stand up now and face the sun
Won't hide my tail or turn and run
It's time to do what must be done
Be a king when kingdom comes
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man
I'm the man
Go ahead and tell everybody what I'm saying y'all
I'm the man
Go ahead and tell everybody what I'm saying y'all
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Well you can tell everybody
Yeah you can tell everybody
Go ahead and tell everybody
I'm the man, I'm the man, I'm the man
Yes I am, yes I am, yes I am
I'm the man, I'm the man, I'm the man",english
129,As We Enter,The President's 2016 Summer Playlist: Day,"As we enter, come let we take you on to dig this adventure
Must be dementia that you ever thought you could touch our credentials
What's the initials? Q-B Jamrock the lyrical officials
Send out the order, laws, and the rituals
Burn candles, say prayers, paint murals
It is truth we big news we hood heroes
Put ass to anchor, we come to conquer
I not badman, we not play Willy Wonka
And I got the guns, I got the ganja
And we could blaze it up on your block if you want to
Or haze it up stash-box in a Hummer
Or you could run up and get done up
Or get something that you want none of
Unlimited amount you collect from us
Direct from us, street intellectuals
And I'm shrewd about decimals and my man'll speak Patois
And I can speak rap star, y'all feel me
Even if it's in Swahili or body Ghani
Masuri Sana, switch up the language and move to Ghana
Salute and honor, real revolution rhymers
Rhythm piranhas, like two Obamas, unfold the drama
Word is out, hysteria you heard about
Nas and Jr. Gong came to turn it out
Body the verses till they scream ""murder"" out
The kings is back time to return the crown
Who want it? Tuck your chain, we're due coming
Renegades that'll peel you back like new hundreds
Bet your jewels on it you don't want to lose on it
Either move on or move on it
Queens to Kingston gunshot we use and govern the kingdom
Rise up to Winstead I can see the fear up in your eyes, realize you can die any instant
And I can hear the sound of your voice when you must lose your life like mice in the kitchen
Snitching, I can see him pissing on his-self and he wetting up his thighs and he trying to resist it
Switching, I can smell him digging up shit like a fly, come around, and keep persisting
That's how you end up in a hit list
In a bad man business
No evidence
Crime scene, fingerprint-less
Flow effortless
Casual like the weekends
No pressure when
We're comfy and decent
We set this off beasting
Hunting season
And, frankly speaking
Word is out, hysteria you heard about
Nas and Jr. Gong came to turn it out
Body the verses till they scream ""murder"" out
The kings is back time to return the crown
Who want it? Tuck your chain, we're due coming
Renegades that'll peel you back like new hundreds
Bet your jewels on it you don't want to lose on it
Either move on or move on it
Word is out, hysteria you heard about
Nas and Jr. Gong came to turn it out
Body the verses till they scream ""murder"" out
The kings is back time to return the crown
Who want it? Tuck your chain, we're due coming
Renegades that'll peel you back like new hundreds
Bet your jewels on it you don't want to lose on it
Either move on or move on it",english
130,Sinnerman,The President's 2016 Summer Playlist: Day,"Oh, sinnerman, where you gonna run to?
Sinnerman where you gonna run to?
Where you gonna run to?
All on that day
We got to run to the rock
Please hide me, I run to the rock
Please hide me, run to the rock
Please hide here
All on that day
But the rock cried out
I can't hide you, the rock cried out
I can't hide you, the rock cried out
I ain't gonna hide you there
All on that day
I said rock
What's the matter with you rock?
Don't you see I need you, rock?
Good Lord, Lord
All on that day
So I run to the river
It was bleedin', I run to the sea
It was bleedin', I run to the sea
It was bleedin', all on that day
So I run to the river
It was boilin', I run to the sea
It was boilin', I run to the sea
It was boilin', all on that day
So I run to the Lord
Please hide me, Lord
Don't you see me prayin'?
Don't you see me down here prayin'?
But the Lord said
Go to the Devil, the Lord said
Go to the Devil
He said go to the Devil
All on that day
So I ran to the Devil
He was waitin', I ran to the Devil
He was waitin', ran to the Devil
He was waitin', all on that day
I cried, power, power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Kingdom (power, Lord)
Kingdom (power, Lord)
Kingdom (power, Lord)
Kingdom (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Oh yeah
Oh yeah
Oh yeah
Well, I run to the river
It was boilin', I run to the sea
It was boilin', I run to the sea
It was boilin', all on that day
So I ran to the Lord
I said Lord, hide me
Please hide me
Please help me, all on that day
He said, hide?
Where were you?
When you oughta have been prayin'
I said Lord, Lord
Hear me prayin', Lord, Lord
Hear me prayin', Lord, Lord
Hear me prayin', all on that day
Sinnerman, you oughta be prayin'
Outghta be prayin', sinnerman
Oughta be prayin', all on that day
Up come power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
(Power, Lord)
Hold down (power, Lord)
Go down (power, Lord)
Kingdom (power, Lord)
Power (power, Lord)
Power (power, Lord)
Power (power, Lord)
Na-na-na, na-na-na-na
Na-na-na, na-na-na-na
Na-na-na, na-na-na-na
Woah, ho
Ha-ha-ha-ha
Ha-ha-ha-ha, oh Lord
Nu, nu, nu
No-no-no-no, ma-na-na-na-na, don't you know I need you Lord?
Don't you know that I need you?
Don't you know that I need you?
Oh, Lord
Wait
Oh, Lord
Oh, Lord, Lord",english
131,Rock Steady,The President's 2016 Summer Playlist: Day,"Rock steady, baby
That's what I feel now
Just call the song exactly what it is
Just move your hips with a feeling from side to side
Sit yourself down in your car and take a ride
While you're moving, rock steady
Rock steady, baby
Let's call this song exactly what it is (what it is, what it is, what it is)
It's a funky and lowdown feeling (what it is)
In the hips from left to right (what it is)
What it is I might be doin' (what it is)
This funky dance all night
(Let me hear ya gotta feeling in the air)
(Gotta a feeling, an ain't got a care)
(What fun to take this ride, rock steady will only slide)
Rock steady, rock steady baby
Rock steady, rock steady baby
Jump and move your hips with a feeling from side to side
Sit yourself down in your car and take a ride
While you're moving, rock steady
Rock steady
Let's call this song exactly what it is (what it is, what it is, what it is)
It's a funky and lowdown feeling (what it is)
In the hips from left to right (what it is)
What it is I might be doin' (what it is)
This funky dance all night
(Let me hear ya gotta feeling in the air)
(Gotta a feeling, an ain't got a care)
(What fun to take this ride, rock steady will only slide)
Rock steady baby
Rock steady, woo
Rock steady
Rock steady, rock steady (what it is)
It's a funky and lowdown feeling (what it is)
In the hips from left to right (what it is)
What it is is I might be doin'
This funky dance all night
(Let me hear ya gotta feeling in the air)
(Gotta a feeling, an ain't got a care)
(What fun to take this ride, rock steady will only slide)
Rock steady, steady baby, rock, rock steady, baby
Baby (what it is), baby, baby (what it is) baby",english
132,Good Vibrations - Remastered,The President's 2016 Summer Playlist: Day,"I-I love the colorful clothes she wears
And the way the sunlight plays upon her hair
I hear the sound of a gentle word
On the wind that lifts her perfume through the air

I'm pickin' up good vibrations
She's giving me excitations (Oom bop bop)
I'm pickin' up good vibrations (Good vibrations, oom bop bop)
She's giving me excitations (Excitations, oom bop bop)
Good, good, good, good vibrations (Oom bop bop)
She's giving me excitations (Excitations, oom bop bop)
Good, good, good, good vibrations (Oom bop bop)
She's giving me excitations (Excitations)

Close my eyes, she's somehow closer now
Softly smile, I know she must be kind
When I look in her eyes
She goes with me to a blossom world

I'm pickin' up good vibrations
She's giving me excitations (Oom bop bop)
I'm pickin' up good vibrations (Good vibrations, oom bop bop)
She's giving me excitations (Excitations, oom bop bop)
Good, good, good, good vibrations (Oom bop bop)
She's giving me excitations (Excitations, oom bop bop)
Good, good, good, good vibrations (Oom bop bop)
She's giving me excitations (Excitations)

(Ahh)
(Ah, my my, what elation)
I don't know where but she sends me there
(Oh, my my, what a sensation)
(Oh, my my, what elation)
(Oh, my my, what)

Gotta keep those lovin' good vibrations a-happenin' with her
Gotta keep those lovin' good vibrations a-happenin' with her
Gotta keep those lovin' good vibrations a-happenin'

(Ahh)

Good, good, good, good vibrations (Oom bop bop)
(I'm pickin' up good vibrations) (Oom bop bop)
She's giving me excitations (Excitations, oom bop bop)
Good, good, good, good vibrations

Na na na na na, na na na
Na na na na na, na na na (Bop bop-bop-bop-bop, bop)
Do do do do do, do do do (Bop bop-bop-bop-bop, bop)
Do do do do do, do do do (Bop bop-bop-bop-bop, bop)",english
133,Don't Owe You a Thang,The President's 2016 Summer Playlist: Day,"Well I ain't got no money. No fancy car.
Ain't got no excuses baby. Hanging at the bar.
I don't owe you a thing baby (x2) I don't owe you a thing (x2)
Oh we ain't getting married. I ain't buying you a diamond ring.
That's alright!
Ain't got no credit. No fancy clothes.
Ain't got no excuses baby, But good man knows...
This all you get now baby, this all you get. (x2)
This all you get now mama, this all you get.
Just name this guitar baby, thats all you get.
Well ain't got no appoligy, dont be no fairy tail.
Ain't got no excuses baby. Im doing my deal
I don't owe you a thing baby (x2) I don't owe you a thing (x2)
Oh we ain't getting married. I ain't buying you a diamond ring.
That's alright!
Ain't got no money. Ain't got no money car.
Ain't got no excuses baby. Im drinking at the bar.
I dont owe you a thing mama, I don't owe you a thing.
I dont owe you a thing baba, I don't owe you a thing.
Well we ain't getting married. Ain't buying you no diamond ring. (x2)
That's alright! (x2)
Well we ain't getting married. Ain't buying you a diamond ring...",english
134,Man Like That,The President's 2016 Summer Playlist: Day,"I don't really wanna wake you
I just came to get my things
But the pretty lil' thing lying there beside you
Better take off my wedding ring
Hey, girl, do you really wanna do this
You don't know what you're stepping in
He's got more where that came from
You're not so special in the end
I'm messing up the place
Kicking down the door
Never wanna see his face no more
girl, you better wake up
(Ooh, ooh) girl, you better run
(He's gone) first thing in the morning
Faster than a bullet coming out of that gun
(Ooh, ooh) tells you that he loves you
(Ooh, ooh) then he take it all back
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
Uh-oh, now he's got you
Right where he thinks you belong
Did he bite you on the neck
Right before the job was done
And does he ask about your mama
Does he sing your song when you get mad
Well, I been there, done that many times
And all the kicking and the screaming won't bring him back
I'm messing up the place
Kicking down the door
Never wanna see his face no more
girl, you better wake up
(Ooh, ooh) girl, you better run
(He's gone) first thing in the morning
Faster than a bullet coming out of that gun
(Ooh, ooh) tells you that he loves you
(Ooh, ooh) then he take it all back
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
he's gonna get you
(Watch out, watch out) he's gonna get you
(Watch out, watch out) he's gonna get you
(Watch out, watch out) he's gonna get you
(Watch out, watch out) we're gonna get you
girl, you better wake up
(Ooh, ooh) girl, you better run
(He's gone) first thing in the morning
Faster than a bullet coming out of that gun
(Ooh, ooh) tells you that he loves you
(Ooh, ooh) then he take it all back
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
Girl, you gotta wonder
Girl, you gotta wonder
Girl, you gotta wonder 'bout a man like that
Girl, you gotta wonder 'bout a man like that",english
135,II B.S. - Edit,The President's 2016 Summer Playlist: Day,,instrumental
136,If I Have My Way,The President's 2016 Summer Playlist: Night,"You're who I desire, you light my fire
With every kiss, you take me higher
Feeling like your lovin' I just cannot resist
There's something that's makin' me hold on
There's no one I'd rather share my good lovin' with
But I promised I'd wait till I'm ready for this
One day, we'll make love, passion unheard of
I'll be your woman if I have my way
We will see Heaven, lovin' together
We won't stop ever if I have my way
I love your touch; it makes me crumble
I'm in love so much; look what you've done
Please, don't whisper anything else in my ear
My body, my heart, and my soul is high
Let me find the strength to get on up outta here
'Cause, one day, the way we feel will be all right
One day, we'll make love, passion unheard of
I'll be your woman if I have my way
We will see Heaven, lovin' together
We won't stop ever if I have my way
I love you, no doubt about it
I won't change my mind
Love's so true
If I had my way
I will make love to you
One day, we'll make love, passion unheard of
I'll be your woman if I have my way
We will see Heaven, lovin' together
We won't stop ever if I have my way
One day, we'll make love, passion unheard of
I'll be your woman if I have my way
We will see Heaven, lovin' together
We won't stop ever if I have my way",english
137,Espera,The President's 2016 Summer Playlist: Night,"People I almost gave up holding on
Watching us give into our fears
I almost believe
Almost believe
All the world is helpless sorrow
No hope for a bright tomorrow
But I'm not sure enough
To give it up, no
Now as I learn how I must work for change
I nearly cave in from the weight
I almost believe
Almost believe
All the sorrows will consume me
'til peace among men I never can see
But I'm not sure enough to give it up
I'll keep faith
Like so many souls who won't be drowned
By evil in the world
I have faith in mankind
That we can guide our choices towards a healthy world
In time to ease our bind
For only hard work through time
Can change men's minds, I know
If we make some small changes now
We'll heal ourselves, some way, some how
I don't expect to ever taste the fruit
My life devoted could bring forth
I almost believe
Well I do believe
Oh the path to peace is endless
So, choosing to close our eyes makes our faults mendless
Of this I'm sure enough
I won't give up
I'm sure enough
And I won't give up
I'm sure enough
And I won't give up",english
